dtcode23,dtcode11,stdtname,dtname,dtusename,stcode11,stcode23,st2code,stname,weighted_GDP
270,248,ar_papum_pare,Papum Pare,papum_pare,12,12,AR,ARUNACHAL PRADESH,0.7277760468720642
587,513,mh_parbhani,Parbhani,parbhani,27,25,MH,MAHARASHTRA,5.249944651358914
237,203,bh_pashchim_champaran,Pashchim Champaran,pashchim_champaran,10,10,BH,BIHAR,7.2622942046235615
386,344,wb_medinipur_west,Medinipur West,medinipur_west,19,19,WB,WEST BENGAL,6.733315108454281
50,773,pb_pathankot,Pathankot,pathankot,03,3,PB,PUNJAB,1.5346135746181109
51,048,pb_patiala,Patiala,patiala,03,3,PB,PUNJAB,6.045371754109441
238,230,bh_patna,Patna,patna,10,10,BH,BIHAR,9.353895629058789
67,062,uk_pithoragarh,Pithoragarh,pithoragarh,05,5,UK,UTTARAKHAND,1.0178079380836194
588,521,mh_pune,Pune,pune,27,25,MH,MAHARASHTRA,19.73608664382166
239,204,bh_purba_champaran,Purba Champaran,purba_champaran,10,10,BH,BIHAR,10.726740543953012
240,211,bh_purnia,Purnia,purnia,10,10,BH,BIHAR,6.297665175022317
393,340,wb_puruliya,Puruliya,puruliya,19,19,WB,WEST BENGAL,6.7567882427849035
589,520,mh_raigarh,Raigarh,raigarh,27,25,MH,MAHARASHTRA,9.975347914026027
716,537,ts_ranga_reddy,Ranga Reddy,ranga_reddy,36,33,TS,TELANGANA,6.928262767369726
590,528,mh_ratnagiri,Ratnagiri,ratnagiri,27,25,MH,MAHARASHTRA,2.443884679518721
89,085,hr_rewari,Rewari,rewari,06,6,HR,HARYANA,2.895170703948504
90,082,hr_rohtak,Rohtak,rohtak,06,6,HR,HARYANA,3.2244155691640226
241,234,bh_rohtas,Rohtas,rohtas,10,10,BH,BIHAR,5.208111600444744
52,051,pb_rupnagar,Rupnagar,rupnagar,03,3,PB,PUNJAB,2.1258881526244715
242,214,bh_saharsa,Saharsa,saharsa,10,10,BH,BIHAR,3.4309968102831094
243,221,bh_samastipur,Samastipur,samastipur,10,10,BH,BIHAR,7.014584665881826
591,531,mh_sangli,Sangli,sangli,27,25,MH,MAHARASHTRA,5.046048273516611
54,053,pb_sangrur,Sangrur,sangrur,03,3,PB,PUNJAB,3.5344556011831454
244,219,bh_saran,Saran,saran,10,10,BH,BIHAR,7.880775989865576
53,052,pb_sahibzada_ajit_singh_nag*,Sahibzada Ajit Singh Nag*,sahibzada_ajit_singh_nag*,03,3,PB,PUNJAB,3.5344098052456396
592,527,mh_satara,Satara,satara,27,25,MH,MAHARASHTRA,6.056710540875996
303,272,mn_senapati,Senapati,senapati,14,14,MN,MANIPUR,0.44127536214258195
245,228,bh_sheikhpura,Sheikhpura,sheikhpura,10,10,BH,BIHAR,1.276280199769087
246,205,bh_sheohar,Sheohar,sheohar,10,10,BH,BIHAR,1.31210740066463
593,529,mh_sindhudurg,Sindhudurg,sindhudurg,27,25,MH,MAHARASHTRA,1.070269965348921
91,079,hr_sirsa,Sirsa,sirsa,06,6,HR,HARYANA,4.827977971165032
247,206,bh_sitamarhi,Sitamarhi,sitamarhi,10,10,BH,BIHAR,6.175779678239799
248,218,bh_siwan,Siwan,siwan,10,10,BH,BIHAR,5.7186674065985486
594,526,mh_solapur,Solapur,solapur,27,25,MH,MAHARASHTRA,8.971308805813441
92,076,hr_sonipat,Sonipat,sonipat,06,6,HR,HARYANA,4.209020626037262
394,343,wb_south_twenty_four_pargana,South Twenty Four Pargana,south_twenty_four_pargana,19,19,WB,WEST BENGAL,9.869452510894913
580,518,mh_mumbai_suburban,Mumbai Suburban,mumbai_suburban,27,25,MH,MAHARASHTRA,1.7153801338326762
249,208,bh_supaul,Supaul,supaul,10,10,BH,BIHAR,4.955861686385787
304,273,mn_tamenglong,Tamenglong,tamenglong,14,14,MN,MANIPUR,0.26160581485922507
57,050,pb_tarn_taran,Tarn Taran,tarn_taran,03,3,PB,PUNJAB,3.849968809946383
273,245,ar_tawang,Tawang,tawang,12,12,AR,ARUNACHAL PRADESH,0.33621598339155245
595,517,mh_thane,Thane,thane,27,25,MH,MAHARASHTRA,6.794252632482077
306,276,mn_thoubal,Thoubal,thoubal,14,14,MN,MANIPUR,0.28039176372178753
274,254,ar_tirap,Tirap,tirap,12,12,AR,ARUNACHAL PRADESH,0.13185494792789898
299,770,mn_kamjong,Kamjong,kamjong,14,14,MN,MANIPUR,0.14593991638397935
276,252,ar_upper_siang,Upper Siang,upper_siang,12,12,AR,ARUNACHAL PRADESH,0.06325375318706597
277,249,ar_upper_subansiri,Upper Subansiri,upper_subansiri,12,12,AR,ARUNACHAL PRADESH,0.12439037430108432
395,330,wb_uttar_dinajpur,Uttar Dinajpur,uttar_dinajpur,19,19,WB,WEST BENGAL,6.632961363532319
71,056,uk_uttarkashi,Uttarkashi,uttarkashi,05,5,UK,UTTARAKHAND,0.45393733521438273
250,220,bh_vaishali,Vaishali,vaishali,10,10,BH,BIHAR,6.130706665027483
708,780,ts_mulugu,Mulugu,mulugu,36,33,TS,TELANGANA,0.38523993664341777
596,504,mh_wardha,Wardha,wardha,27,25,MH,MAHARASHTRA,4.48931168874616
597,502,mh_washim,Washim,washim,27,25,MH,MAHARASHTRA,1.7195003147372434
278,246,ar_west_kameng,West Kameng,west_kameng,12,12,AR,ARUNACHAL PRADESH,0.2165856909641223
266,779,ar_lower_siang,Lower Siang,lower_siang,12,12,AR,ARUNACHAL PRADESH,0.14175798759366443
93,071,hr_yamunanagar,Yamunanagar,yamunanagar,06,6,HR,HARYANA,2.6150207133379353
598,510,mh_yavatmal,Yavatmal,yavatmal,27,25,MH,MAHARASHTRA,6.281116391972085
280,265,nl_dimapur,Dimapur,dimapur,13,13,NL,NAGALAND,0.7795749054815851
282,270,nl_kohima,Kohima,kohima,13,13,NL,NAGALAND,0.31680530754955594
281,269,nl_kiphire,Kiphire,kiphire,13,13,NL,NAGALAND,0.07364592669849801
291,263,nl_zunheboto,Zunheboto,zunheboto,13,13,NL,NAGALAND,0.20028427351208164
284,262,nl_mokokchung,Mokokchung,mokokchung,13,13,NL,NAGALAND,0.2183208266463089
285,261,nl_mon,Mon,mon,13,13,NL,NAGALAND,0.3468803109523001
289,267,nl_tuensang,Tuensang,tuensang,13,13,NL,NAGALAND,0.15877694668860656
7,021,jk_jammu,Jammu,jammu,01,1,JK,JAMMU & KASHMIR,8.750356834612118
267,255,ar_lower_subansiri,Lower Subansiri,lower_subansiri,12,12,AR,ARUNACHAL PRADESH,0.12192927501690759
283,268,nl_longleng,Longleng,longleng,13,13,NL,NAGALAND,0.06947418321780621
301,771,mn_noney,Noney,noney,14,14,MN,MANIPUR,0.07063674537695454
302,772,mn_pherzawl,Pherzawl,pherzawl,14,14,MN,MANIPUR,0.0695726326517801
305,769,mn_tengnoupal,Tengnoupal,tengnoupal,14,14,MN,MANIPUR,0.2958876978100161
300,767,mn_kangpokpi,Kangpokpi,kangpokpi,14,14,MN,MANIPUR,1.0119787493907604
298,768,mn_kakching,Kakching,kakching,14,14,MN,MANIPUR,0.16366284288906427
74,765,hr_charki_dadri,Charki Dadri,charki_dadri,06,6,HR,HARYANA,1.1436368742354928
382,776,wb_jhargram,Jhargram,jhargram,19,19,WB,WEST BENGAL,1.390733527517795
390,777,wb_paschim_bardhaman,Paschim Bardhaman,paschim_bardhaman,19,19,WB,WEST BENGAL,4.804988577193717
383,775,wb_kalimpong,Kalimpong,kalimpong,19,19,WB,WEST BENGAL,0.6285750438147707
698,744,ts_jogulamba_gadwal,Jogulamba Gadwal,jogulamba_gadwal,36,33,TS,TELANGANA,1.9272873788596583
272,764,ar_siang,Siang,siang,12,12,AR,ARUNACHAL PRADESH,0.05935466336100599
279,250,ar_west_siang,West Siang,west_siang,12,12,AR,ARUNACHAL PRADESH,0.045371423777660486
271,785,ar_shi_yomi,Shi Yomi,shi_yomi,12,12,AR,ARUNACHAL PRADESH,0.025431682342187758
262,784,ar_lepa_rada,Lepa Rada,lepa_rada,12,12,AR,ARUNACHAL PRADESH,0.014751597678819684
269,783,ar_pakke_kessang,Pakke Kessang,pakke_kessang,12,12,AR,ARUNACHAL PRADESH,0.1184624295593783
260,763,ar_kra_daadi,Kra Daadi,kra_daadi,12,12,AR,ARUNACHAL PRADESH,0.06534832876523235
268,762,ar_namsai,Namsai,namsai,12,12,AR,ARUNACHAL PRADESH,0.4347125779860365
259,778,ar_kamle,Kamle,kamle,12,12,AR,ARUNACHAL PRADESH,0.06789743657756817
702,733,ts_kumuram_bheem_asifabad,Kumuram Bheem Asifabad,kumuram_bheem_asifabad,36,33,TS,TELANGANA,0.885487080707558
705,735,ts_mancherial,Mancherial,mancherial,36,33,TS,TELANGANA,2.420205271241692
712,734,ts_nirmal,Nirmal,nirmal,36,33,TS,TELANGANA,1.90182211530039
699,736,ts_kamareddy,Kamareddy,kamareddy,36,33,TS,TELANGANA,1.9224467477765035
717,740,ts_sangareddy,Sangareddy,sangareddy,36,33,TS,TELANGANA,6.047421690450659
709,746,ts_nagarkurnool,Nagarkurnool,nagarkurnool,36,33,TS,TELANGANA,1.872899874149384
721,745,ts_wanaparthy,Wanaparthy,wanaparthy,36,33,TS,TELANGANA,1.5633837478910837
711,781,ts_narayanpet,Narayanpet,narayanpet,36,33,TS,TELANGANA,1.0996732765430812
720,743,ts_vikarabad,Vikarabad,vikarabad,36,33,TS,TELANGANA,2.2554650105224052
707,742,ts_medchal_malkajgiri,Medchal Malkajgiri,medchal_malkajgiri,36,33,TS,TELANGANA,3.1334842379816985
724,747,ts_yadadri_bhuvanagiri,Yadadri Bhuvanagiri,yadadri_bhuvanagiri,36,33,TS,TELANGANA,2.0475914800335264
719,748,ts_suryapet,Suryapet,suryapet,36,33,TS,TELANGANA,2.8264270948155708
701,541,ts_khammam,Khammam,khammam,36,33,TS,TELANGANA,3.888723994303841
703,751,ts_mahabubabad,Mahabubabad,mahabubabad,36,33,TS,TELANGANA,1.329712233616846
696,752,ts_jangoan,Jangoan,jangoan,36,33,TS,TELANGANA,1.006648312874609
723,540,ts_warangal_urban,Warangal Urban,warangal_urban,36,33,TS,TELANGANA,1.7505490443085583
722,749,ts_warangal_rural,Warangal Rural,warangal_rural,36,33,TS,TELANGANA,3.234035577921047
697,750,ts_jayashankar,Jayashankar,jayashankar,36,33,TS,TELANGANA,0.6430355044554154
714,738,ts_peddapalli,Peddapalli,peddapalli,36,33,TS,TELANGANA,3.0147615292402796
695,737,ts_jagitial,Jagitial,jagitial,36,33,TS,TELANGANA,2.2379526447636495
715,739,ts_rajanna_sircilla,Rajanna Sircilla,rajanna_sircilla,36,33,TS,TELANGANA,1.671004712726943
706,535,ts_medak,Medak,medak,36,33,TS,TELANGANA,1.5877412655221985
258,251,ar_east_siang,East Siang,east_siang,12,12,AR,ARUNACHAL PRADESH,0.14255401397902362
264,761,ar_longding,Longding,longding,12,12,AR,ARUNACHAL PRADESH,0.11525589952758482
647,616,tn_ariyalur,Ariyalur,ariyalur,33,30,TN,TAMIL NADU,1.8037736720776247
648,787,tn_chengalpattu,Chengalpattu,chengalpattu,33,30,TN,TAMIL NADU,4.551199440103383
649,603,tn_chennai,Chennai,chennai,33,30,TN,TAMIL NADU,2.9904904090207958
650,632,tn_coimbatore,Coimbatore,coimbatore,33,30,TN,TAMIL NADU,8.340423592287502
651,617,tn_cuddalore,Cuddalore,cuddalore,33,30,TN,TAMIL NADU,7.3857042044319
652,630,tn_dharmapuri,Dharmapuri,dharmapuri,33,30,TN,TAMIL NADU,2.8081597355036223
653,612,tn_dindigul,Dindigul,dindigul,33,30,TN,TAMIL NADU,4.428385530806844
654,610,tn_erode,Erode,erode,33,30,TN,TAMIL NADU,3.9155528051300825
656,789,tn_kallakurichchi,Kallakurichchi,kallakurichchi,33,30,TN,TAMIL NADU,2.8796328894837386
657,629,tn_kanniyakumari,Kanniyakumari,kanniyakumari,33,30,TN,TAMIL NADU,3.9777022373497335
658,613,tn_karur,Karur,karur,33,30,TN,TAMIL NADU,2.8444000613791878
660,623,tn_madurai,Madurai,madurai,33,30,TN,TAMIL NADU,3.667328196001392
672,611,tn_the_nilgiris,The Nilgiris,the_nilgiris,33,30,TN,TAMIL NADU,0.980203720422301
663,609,tn_namakkal,Namakkal,namakkal,33,30,TN,TAMIL NADU,4.594445507158898
664,615,tn_perambalur,Perambalur,perambalur,33,30,TN,TAMIL NADU,0.9572284560405746
665,621,tn_pudukkottai,Pudukkottai,pudukkottai,33,30,TN,TAMIL NADU,2.8969812255146237
666,626,tn_ramanathapuram,Ramanathapuram,ramanathapuram,33,30,TN,TAMIL NADU,2.073200659521456
667,786,tn_ranipet,Ranipet,ranipet,33,30,TN,TAMIL NADU,3.7654942525803485
668,608,tn_salem,Salem,salem,33,30,TN,TAMIL NADU,6.106677034395856
669,622,tn_sivaganga,Sivaganga,sivaganga,33,30,TN,TAMIL NADU,2.0212100486945452
673,624,tn_theni,Theni,theni,33,30,TN,TAMIL NADU,1.541585516312332
670,790,tn_tenkasi,Tenkasi,tenkasi,33,30,TN,TAMIL NADU,2.6109023557892406
671,620,tn_thanjavur,Thanjavur,thanjavur,33,30,TN,TAMIL NADU,4.82807212180495
675,619,tn_thiruvarur,Thiruvarur,thiruvarur,33,30,TN,TAMIL NADU,2.3960203184303293
677,614,tn_tiruchirappalli,Tiruchirappalli,tiruchirappalli,33,30,TN,TAMIL NADU,4.675192750332768
678,628,tn_tirunelveli,Tirunelveli,tirunelveli,33,30,TN,TAMIL NADU,4.568889650568956
680,633,tn_tiruppur,Tiruppur,tiruppur,33,30,TN,TAMIL NADU,5.523042667305401
679,788,tn_tiruppattur,Tiruppattur,tiruppattur,33,30,TN,TAMIL NADU,3.120137463649694
674,602,tn_thiruvallur,Thiruvallur,thiruvallur,33,30,TN,TAMIL NADU,7.2289469349199535
681,606,tn_tiruvannamalai,Tiruvannamalai,tiruvannamalai,33,30,TN,TAMIL NADU,5.069969782897581
676,627,tn_thoothukkudi,Thoothukkudi,thoothukkudi,33,30,TN,TAMIL NADU,5.0840107458098505
682,605,tn_vellore,Vellore,vellore,33,30,TN,TAMIL NADU,3.4767059543638763
683,607,tn_viluppuram,Viluppuram,viluppuram,33,30,TN,TAMIL NADU,4.310234659873578
684,625,tn_virudhunagar,Virudhunagar,virudhunagar,33,30,TN,TAMIL NADU,5.056058415433724
659,631,tn_krishnagiri,Krishnagiri,krishnagiri,33,30,TN,TAMIL NADU,5.754689566047662
753,496,dn_dadra_&_nagar_haveli,Dadra & Nagar Haveli,dadra_&_nagar_haveli,39,36,DN,"DADRA,NAGAR HAVELI,DAMAN & DIU",1.3569686315791676
310,793,mz_hnahthial,Hnahthial,hnahthial,15,15,MZ,MIZORAM,0.06377447339963488
317,794,mz_saitual,Saitual,saitual,15,15,MZ,MIZORAM,0.047543355189195634
286,792,nl_noklak,Noklak,noklak,13,13,NL,NAGALAND,0.08730603829394734
47,797,pb_malerkotla,Malerkotla,malerkotla,03,3,PB,PUNJAB,1.390321051125012
662,618,tn_nagapattinam,Nagapattinam,nagapattinam,33,30,TN,TAMIL NADU,1.532169437407643
661,796,tn_mayiladuthurai,Mayiladuthurai,mayiladuthurai,33,30,TN,TAMIL NADU,1.8155077838085083
627,798,ka_vijayanagar,Vijayanagar,vijayanagar,29,26,KA,KARNATAKA,2.320534995046621
362,307,as_lakhimpur,Lakhimpur,lakhimpur,18,18,AS,ASSAM,1.106980107774568
347,325,as_darrang,Darrang,darrang,18,18,AS,ASSAM,1.0428188312081088
309,284,mz_champhai,Champhai,champhai,15,15,MZ,MIZORAM,0.1276294198366576
311,795,mz_khawzawl,Khawzawl,khawzawl,15,15,MZ,MIZORAM,0.029269916387936187
655,604,tn_kanchipuram,KAnchipuram,kanchipuram,33,30,TN,TAMIL NADU,5.430090290777482
339,799,as_bajali,Bajali,bajali,18,18,AS,ASSAM,0.2803111183964008
330,800,mg_eastern_west_khasi_hills,Eastern West Khasi Hills,eastern_west_khasi_hills,17,17,MG,MEGHALAYA,0.4715277872459097
87,069,hr_panchkula,Panchkula,panchkula,06,6,HR,HARYANA,1.909773996652042
725,805,ap_alluri_sitharama_raju,Alluri Sitharama Raju,alluri_sitharama_raju,37,34,AP,ANDHRA PRADESH,1.3651330460876923
726,804,ap_anakapalli,Anakapalli,anakapalli,37,34,AP,ANDHRA PRADESH,3.9804056586671694
727,553,ap_anantpur,Anantpur,anantpur,37,34,AP,ANDHRA PRADESH,5.16772192322836
728,813,ap_annamayya,Annamayya,annamayya,37,34,AP,ANDHRA PRADESH,3.7656029552339674
729,810,ap_bapatla,Bapatla,bapatla,37,34,AP,ANDHRA PRADESH,4.751959062945216
730,554,ap_chittoor,Chittoor,chittoor,37,34,AP,ANDHRA PRADESH,4.719403489237946
731,545,ap_east_godavari,East Godavari,east_godavari,37,34,AP,ANDHRA PRADESH,4.186753363034862
733,548,ap_guntur,Guntur,guntur,37,34,AP,ANDHRA PRADESH,4.818884470146637
734,806,ap_kakinada,Kakinada,kakinada,37,34,AP,ANDHRA PRADESH,5.854927101525375
735,807,ap_konaseema,Konaseema,konaseema,37,34,AP,ANDHRA PRADESH,4.249145830738017
736,547,ap_krishna,Krishna,krishna,37,34,AP,ANDHRA PRADESH,4.165685158377454
737,552,ap_kurnool,Kurnool,kurnool,37,34,AP,ANDHRA PRADESH,4.330430948710541
739,815,ap_nandyal,Nandyal,nandyal,37,34,AP,ANDHRA PRADESH,4.36822248560263
738,809,ap_ntr,NTR,ntr,37,34,AP,ANDHRA PRADESH,2.9428642375611247
740,811,ap_palnadu,Palnadu,palnadu,37,34,AP,ANDHRA PRADESH,4.685443711784761
732,808,ap_eluru,Eluru,eluru,37,34,AP,ANDHRA PRADESH,4.026812082151695
742,549,ap_prakasam,Prakasam,prakasam,37,34,AP,ANDHRA PRADESH,5.260470301960053
743,550,ap_sri_potti_sriramulu_nell*,Sri Potti Sriramulu Nell*,sri_potti_sriramulu_nell*,37,34,AP,ANDHRA PRADESH,6.796410714341725
745,542,ap_srikakulam,Srikakulam,srikakulam,37,34,AP,ANDHRA PRADESH,2.9557257728153847
746,812,ap_tirupati,Tirupati,tirupati,37,34,AP,ANDHRA PRADESH,5.511427015704598
747,544,ap_visakhapatnam,Visakhapatnam,visakhapatnam,37,34,AP,ANDHRA PRADESH,4.209209046315619
748,543,ap_vizianagaram,Vizianagaram,vizianagaram,37,34,AP,ANDHRA PRADESH,3.3752260337568036
749,546,ap_west_godavari,West Godavari,west_godavari,37,34,AP,ANDHRA PRADESH,3.338793319689826
750,551,ap_y_s_r_,Y.S.R.,y_s_r_,37,34,AP,ANDHRA PRADESH,6.081074590328338
744,814,ap_sri_sathya_sai,Sri Sathya sai,sri_sathya_sai,37,34,AP,ANDHRA PRADESH,3.288200599726187
741,803,ap_parvathipuram_manyam,Parvathipuram Manyam,parvathipuram_manyam,37,34,AP,ANDHRA PRADESH,1.0536568256749306
556,472,gj_sabar_kantha,Sabar Kantha,sabar_kantha,24,24,GJ,GUJARAT,2.7717777320665404
